Headline,True_Label
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,NEUTRAL
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",NEUTRAL
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,NEUTRAL
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,NEUTRAL
"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",NEUTRAL
The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,POSITIVE
The company then said it will focus its resources on clinical research .,NEUTRAL
The Company turnover amounted to MEUR 27.9 in 2007 .,NEUTRAL
The company website is www.ahlstrom.com .,NEUTRAL
The company will be part of Teleste 's Video and Broadband Solutions business area .,NEUTRAL
"The company will publish its financial statement for 2008 on February 25 , 2009 .",NEUTRAL
The company will release its 2010 results on 11 February 2011 .,NEUTRAL
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",NEUTRAL
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,NEUTRAL
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",NEUTRAL
The contract includes heating plant equipment and associated installation work .,NEUTRAL
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,NEUTRAL
The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,NEUTRAL
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",NEUTRAL
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,NEUTRAL
The customers will have an access to integrated propeller and gear packages from one source .,NEUTRAL
The deal is subject to approval by the Norwegian competition authorities .,NEUTRAL
The deal means that ten persons in three countries will transfer to Tieto .,NEUTRAL
The deal will have no significant effect on the acquiring company 's equity ratio .,NEUTRAL
The deliveries are scheduled for the summer and autumn of 2008 .,NEUTRAL
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",NEUTRAL
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",NEUTRAL
"The final price will be specified by 14 May 2010 , the acquiring company said .",NEUTRAL
"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",NEUTRAL
"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",NEUTRAL
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",NEUTRAL
"The firm 's UK head office is in Rugby Road , Lutterworth .",NEUTRAL
The first group of customers to be trained will be paint-shop owners and their assistants .,NEUTRAL
The first stage of the contract covers 133 stores and 600 cash registers .,NEUTRAL
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",NEUTRAL
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,NEUTRAL
The front surfaces of these valve plates are directed towards each other .,NEUTRAL
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,NEUTRAL
The implementation of the deal is subject to the approval by the Finnish Competition Authority .,NEUTRAL
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",NEUTRAL
The increase range will vary up to 10 % .,NEUTRAL
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,NEUTRAL
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",NEUTRAL
"The latest date for registration is on 4 April , 2006 .",NEUTRAL
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,NEGATIVE
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,NEUTRAL
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,NEGATIVE
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",NEUTRAL
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",NEUTRAL
The maximum number of new shares to be offered is 22 million .,NEUTRAL
The measures taken will cause one-time costs during the final part of 2006 .,NEUTRAL
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",NEUTRAL
"The money will be spread mainly over 2011 and 2012 , the company said .",NEUTRAL
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",NEUTRAL
The new activity will incur an investment of about 5 MEUR .,NEUTRAL
"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",NEUTRAL
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",NEUTRAL
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,NEUTRAL
The new SEPA cads will replace Finnish bank cards .,NEUTRAL
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",NEUTRAL
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",NEUTRAL
"The order includes a new Crecent former , headbox , and reel .",NEUTRAL
The output of the contracts totals 72 MWe .,NEUTRAL
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",NEUTRAL
The parties have agreed not to disclose the transaction value .,NEUTRAL
"The payment date is March 25 , 2010 .",NEUTRAL
The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,NEUTRAL
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",NEUTRAL
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",NEUTRAL
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,NEUTRAL
The purchase sum is about EUR 10mn US$ 12.97 mn .,NEUTRAL
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",NEUTRAL
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,NEUTRAL
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",NEUTRAL
The restructuring measures will not affect the production of packaging printing material .,NEUTRAL
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",NEUTRAL
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",NEUTRAL
"The sale will be finalized in September or October , the company said .",NEUTRAL
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",NEUTRAL
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",NEUTRAL
"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",NEUTRAL
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,NEUTRAL
The site will cover over six hectares .,NEUTRAL
"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",NEUTRAL
The transaction will take place without payment of merger consideration .,NEUTRAL
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,NEUTRAL
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",NEUTRAL
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,NEUTRAL
"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",NEUTRAL
"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",NEUTRAL
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,NEUTRAL
This is the company 's first contract abroad .,NEUTRAL
This release is not an offer of securities for sale into the United States or elsewhere .,NEUTRAL
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,NEUTRAL
"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",NEUTRAL
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",NEUTRAL
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",NEUTRAL
Two other sites will be included later on .,NEUTRAL
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",NEUTRAL
"Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six .",NEUTRAL
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,NEUTRAL
W+rtsil+ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,NEUTRAL
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,NEUTRAL
"We know that it exists , '' Artemyev said .",NEUTRAL
We offer our customers solutions based on renewable raw materials .,NEUTRAL
"When dialing in , the participants should quote 877417 as conference ID .",NEUTRAL
Work on the assignment has already started and is due for completion in spring 2011 .,NEUTRAL
"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",NEUTRAL
Yvonne Jones is owner of Chameleon Interiors .,NEUTRAL
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,NEUTRAL
"BAWAG - Is to issue a benchmark , covered deal .",NEUTRAL
"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",NEUTRAL
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",NEUTRAL
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",NEUTRAL
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",NEUTRAL
` Nordic infrastructure construction is one of our strategic growth areas .,NEUTRAL
` Pulp and paper industries are growing in countries like China and Russia .,NEUTRAL
"` Sanoma is a buyer not a target , ' he said .",NEUTRAL
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",NEUTRAL
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",NEUTRAL
`` It wo n't happen overnight .,NEUTRAL
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,NEUTRAL
`` Serving customers locally is one of the cornerstones of customer focus for us .,NEUTRAL
"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",NEUTRAL
`` We know there are some of our own people out there . '',NEUTRAL
"+_lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +_lo P+rnits , chairman of the supervisory board of +_lemiste City and Mainor .",NEUTRAL
"19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",NEUTRAL
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,NEUTRAL
26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions .,NEUTRAL
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,NEUTRAL
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",NEUTRAL
55 workers in +_m+_l will be affected by the close-down .,NEGATIVE
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",NEUTRAL
A few employees would remain at the Oulu plant in support functions for other group units .,NEUTRAL
A huge issue for us is the button placement .,NEUTRAL
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,NEUTRAL
A paper mill in the central Maine town of Madison soon will have a new owner .,NEUTRAL
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,NEUTRAL
"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",NEUTRAL
"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",NEUTRAL
"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .",NEUTRAL
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",NEUTRAL
"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",NEUTRAL
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,NEGATIVE
"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",NEUTRAL
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,NEUTRAL
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,NEUTRAL
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",NEUTRAL
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,NEUTRAL
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,NEUTRAL
Finnish stainless steel manufacturer Outokumpu in Degefors is planning to recruit new engineers in order to meet a retirement wave over the next few years .,NEUTRAL
"Finnish W+rtsil+ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia .",NEUTRAL
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",NEGATIVE
"Local government commissioner of +_m+_l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +_m+_l .",NEUTRAL
"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",NEUTRAL
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",NEGATIVE
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",NEGATIVE
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+nge , by the turn of the month March-April 2008 .",NEUTRAL
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",NEUTRAL
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",NEUTRAL
"According to Heikkil+ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",NEUTRAL
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",NEUTRAL
"According to L+nnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .",NEUTRAL
"According to Olvi , the company is already negotiating new agreements .",NEUTRAL
"According to Saarioinen 's Managing Director Ilkka M+kel+ , the food industry sector has a significant excess of production machinery .",NEUTRAL
According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,NEUTRAL
Activities range from the development of natural resources to the retailed marketing of finished products .,NEUTRAL
"Additionally , information on business segments , competitors and future outlook are provided .",NEUTRAL
"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",NEGATIVE
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",NEUTRAL
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,NEUTRAL
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",NEUTRAL
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,NEUTRAL
After 1 April 2007 Cencorp will not have any own employees in the territory .,NEUTRAL
"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",NEUTRAL
"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",NEUTRAL
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",NEUTRAL
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",NEUTRAL
"After the transaction , Tikkurila has no powder coatings related operations .",NEUTRAL
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",NEUTRAL
"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",NEUTRAL
Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,NEUTRAL
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,NEUTRAL
"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",NEUTRAL
"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .",NEUTRAL
"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",NEUTRAL
"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",NEUTRAL
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",NEUTRAL
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",NEUTRAL
"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",NEUTRAL
"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",NEUTRAL
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",NEUTRAL
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",NEUTRAL
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+_+_N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv++n Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",NEUTRAL
"Also Finnish Industry Investment , a government-owned investment company , will participate in the project .",NEUTRAL
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",NEUTRAL
"Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+rvi , Vimpeli and Per+sein+joki in Finland .",NEUTRAL
"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",NEGATIVE
"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",NEUTRAL
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",NEUTRAL
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",NEUTRAL
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,NEUTRAL
An EU law on the issue may be introduced around 2010 .,NEUTRAL
"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",POSITIVE
Another firm Air Liquide was exempted because it left the market in 1998 .,NEUTRAL
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",NEUTRAL
"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .",NEUTRAL
Arena Partners Oy is a development company for electronic business .,NEUTRAL
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",NEUTRAL
"As a result , the company has decided it will implement fixed-term temporary lay-offs .",NEGATIVE
"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",NEGATIVE
"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .",NEGATIVE
"As a result of the negotiations , the company will terminate total 5 employment contracts .",NEGATIVE
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",NEUTRAL
"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",NEUTRAL
"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",NEUTRAL
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",NEUTRAL
Aspo 's Group structure and business operations are continually developed without any predefined schedules .,NEUTRAL
Aspo serves demanding business-to-business customers .,NEUTRAL
"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .",NEUTRAL
"At some point , it will spread also to Iran and Iraq .",NEUTRAL
"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .",NEUTRAL
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",NEUTRAL
"At the moment , there are approximately 20 Vianor sales offices in Russia .",NEUTRAL
Automation makes it possible to conduct several tests simultaneously .,NEUTRAL
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",NEUTRAL
"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .",NEUTRAL
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,NEUTRAL
Basware finances the acquisition with a bank loan .,NEUTRAL
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",NEUTRAL
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .",NEUTRAL
Basware offers full support for all SAP versions starting from SAP 4.5 .,NEUTRAL
"Beef imports fell slightly from 2006 , to 14mn kilos .",NEUTRAL
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,NEUTRAL
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",NEUTRAL
Bluewin Security is available as a monthly subscription .,NEUTRAL
"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",NEUTRAL
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",NEUTRAL
Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .,NEUTRAL
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",NEUTRAL
Capital base and capital adequacy measurement is based on approaches under Basel II .,NEUTRAL
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",NEUTRAL
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .",NEUTRAL
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",NEUTRAL
"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",NEUTRAL
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",NEUTRAL
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,NEUTRAL
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,NEUTRAL
Closing of such transaction took place today .,NEUTRAL
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",NEUTRAL
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",NEUTRAL
com and possibly also through photo-msn .,NEUTRAL
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",NEUTRAL
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,NEUTRAL
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,NEUTRAL
Consumption is forecast to grow by about 2 % .,POSITIVE
"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",NEUTRAL
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",NEUTRAL
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,NEUTRAL
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",NEUTRAL
